source	source_id	source_site_name	site_name	latitude	longitude	phase	phase_description	phase_code	age_start	age_end	taxon_source	n	prop	reference	taxon	genus	family	crop_type	grass_type	legume_type	wood	age_mid	period
ORIGINS	113034–113034	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VII	10450	10250	Silene	4	0.005747126436781609	RiehlEtal2013	Silene sp.	Silene	Caryophillaceae	Wild	NA	NA	NA	10350	EPPNB
ORIGINS	25031–25031	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VII	10450	10250	SSLEG	80	0.11494252873563218	RiehlEtal2011	NA	NA	Fabaceae	Wild	NA	Small-seeded	NA	10350	EPPNB
ORIGINS	113057–113058	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VII	10450	10250	Taeniatherum caput-medusae/crinitum	3	0.004310344827586207	RiehlEtal2013;RiehlEtal2013	Taeniatherum sp.	Taeniatherum	Poaceae	Wild	Large/medium-seeded	NA	NA	10350	EPPNB
ORIGINS	113042–113042	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VII	10450	10250	Trigonella	46	0.06609195402298851	RiehlEtal2013	Trigonella sp.	Trigonella	Fabaceae	Wild	NA	Small-seeded	NA	10350	EPPNB
ORIGINS	113061–113061	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VII	10450	10250	Triticum	2	0.0028735632183908046	RiehlEtal2013	Triticum sp.	Triticum	Poaceae	NA	Large/medium-seeded	NA	NA	10350	EPPNB
ORIGINS	113059–113060	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VII	10450	10250	Triticum boeoticum/dicoccoides	18	0.02586206896551724	RiehlEtal2013;RiehlEtal2013	Triticum sp.	Triticum	Poaceae	Founder crop	NA	NA	NA	10350	EPPNB
ORIGINS	113040–113040	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VII	10450	10250	Vicia/Lathyrus	3	0.004310344827586207	RiehlEtal2013	NA	NA	Fabaceae	Wild	NA	Large/medium-seeded	NA	10350	EPPNB
ORIGINS	113063–113063	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VII	10450	10250	NA	11	0.015804597701149427	RiehlEtal2013	NA	NA	NA	NA	NA	NA	NA	10350	EPPNB
ORIGINS	113110–113110	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VIII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VIII	10650	10450	Adonis	1	4.1631973355537054e-4	RiehlEtal2013	Adonis sp.	Adonis	Ranunculaceae	Wild	NA	NA	NA	10550	EPPNB
ORIGINS	25023–113087	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VIII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VIII	10650	10450	Aegilops	573	0.23855120732722732	RiehlEtal2011;RiehlEtal2011;RiehlEtal2013;RiehlEtal2013	Aegilops sp.	Aegilops	Poaceae	Wild	Large/medium-seeded	NA	NA	10550	EPPNB
ORIGINS	113065–113065	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VIII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VIII	10650	10450	Asteraceae	1	4.1631973355537054e-4	RiehlEtal2013	NA	NA	Asteraceae	Wild	NA	NA	NA	10550	EPPNB
ORIGINS	113075–113075	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VIII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VIII	10650	10450	Astragalus	139	0.0578684429641965	RiehlEtal2013	Astragalus sp.	Astragalus	Fabaceae	Wild	NA	Small-seeded	NA	10550	EPPNB
ORIGINS	113073–113073	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VIII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VIII	10650	10450	Bolboschoenus maritimus	7	0.0029142381348875937	RiehlEtal2013	Bolboschoenus maritimus	Bolboschoenus	Cyperaceae	Wild	NA	NA	NA	10550	EPPNB
ORIGINS	113091–113091	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VIII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VIII	10650	10450	Brachypodium/Bromus	3	0.0012489592006661116	RiehlEtal2013	NA	NA	Poaceae	Wild	NA	NA	NA	10550	EPPNB
ORIGINS	113069–113069	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VIII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VIII	10650	10450	Brassicaceae	9	0.003746877601998335	RiehlEtal2013	NA	NA	Brassicaceae	Wild	NA	NA	NA	10550	EPPNB
ORIGINS	113090–113090	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VIII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VIII	10650	10450	Bromus	3	0.0012489592006661116	RiehlEtal2013	Bromus sp.	Bromus	Poaceae	Wild	NA	NA	NA	10550	EPPNB
ORIGINS	113068–113068	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VIII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VIII	10650	10450	Buglossoides arvensis	1	4.1631973355537054e-4	RiehlEtal2013	Buglossoides arvensis	Buglossoides	Boraginaceae	Wild	NA	NA	NA	10550	EPPNB
ORIGINS	113070–113070	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VIII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VIII	10650	10450	Caryophyllaceae	4	0.0016652789342214821	RiehlEtal2013	NA	NA	Caryophyllaceae	Wild	NA	NA	NA	10550	EPPNB
ORIGINS	113066–113066	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VIII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VIII	10650	10450	Centaurea	2	8.326394671107411e-4	RiehlEtal2013	Centaurea sp.	Centaurea	Asteraceae	Wild	NA	NA	NA	10550	EPPNB
ORIGINS	25028–113109	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VIII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VIII	10650	10450	Cereal indeterminate	519	0.2160699417152373	RiehlEtal2011;RiehlEtal2011;RiehlEtal2013;RiehlEtal2013	NA	NA	Poaceae	Other crop	Large/medium-seeded	NA	NA	10550	EPPNB
ORIGINS	113072–113072	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VIII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VIII	10650	10450	Chenopodium	2	8.326394671107411e-4	RiehlEtal2013	Chenopodium sp.	Chenopodium	Chenopodiaceae	Wild	NA	NA	NA	10550	EPPNB
ORIGINS	113077–113077	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VIII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VIII	10650	10450	Coronilla	9	0.003746877601998335	RiehlEtal2013	Coronilla sp.	Coronilla	Fabaceae	Wild	NA	Small-seeded	NA	10550	EPPNB
ORIGINS	113092–113092	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VIII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VIII	10650	10450	Eragrostis	7	0.0029142381348875937	RiehlEtal2013	Eragrostis sp.	Eragrostis	Poaceae	Wild	Small-seeded	NA	NA	10550	EPPNB
ORIGINS	113078–113078	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VIII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VIII	10650	10450	Fabaceae	82	0.03413821815154038	RiehlEtal2013	NA	NA	Fabaceae	Wild	NA	Inteterminate	NA	10550	EPPNB
ORIGINS	113111–113111	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VIII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VIII	10650	10450	Galium	1	4.1631973355537054e-4	RiehlEtal2013	Galium sp.	Galium	Rubiaceae	Wild	NA	NA	NA	10550	EPPNB
ORIGINS	113067–113067	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VIII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VIII	10650	10450	Heliotropium	3	0.0012489592006661116	RiehlEtal2013	Heliotropium sp.	Heliotropium	Boraginaceae	Wild	NA	NA	NA	10550	EPPNB
ORIGINS	25025–113097	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VIII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VIII	10650	10450	Hordeum spontaneum	178	0.07410491257285595	RiehlEtal2011;RiehlEtal2011;RiehlEtal2013;RiehlEtal2013	Hordeum spontaneum	Hordeum	Poaceae	Founder crop	NA	NA	NA	10550	EPPNB
ORIGINS	113093–113093	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VIII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VIII	10650	10450	Hordeum vulgare	2	8.326394671107411e-4	RiehlEtal2013	Hordeum vulgare	Hordeum	Poaceae	Founder crop	NA	NA	NA	10550	EPPNB
ORIGINS	113095–113096	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VIII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VIII	10650	10450	Hordeum vulgare/spontaneum	13	0.005412156536219817	RiehlEtal2013;RiehlEtal2013	Hordeum sp.	Hordeum	Poaceae	Founder crop	NA	NA	NA	10550	EPPNB
ORIGINS	113088–113088	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VIII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VIII	10650	10450	Hordeum/Aegilops	10	0.004163197335553705	RiehlEtal2013	NA	NA	Poaceae	Wild	Large/medium-seeded	NA	NA	10550	EPPNB
ORIGINS	113098–113098	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VIII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VIII	10650	10450	Hordeum/Taeniatherum	8	0.0033305578684429643	RiehlEtal2013	NA	NA	Poaceae	Wild	Large/medium-seeded	NA	NA	10550	EPPNB
ORIGINS	113076–113076	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VIII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VIII	10650	10450	Lathyrus	9	0.003746877601998335	RiehlEtal2013	Lathyrus sp.	Lathyrus	Fabaceae	Wild	NA	Large/medium-seeded	NA	10550	EPPNB
ORIGINS	113080–113080	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VIII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VIII	10650	10450	Lens	14	0.005828476269775187	RiehlEtal2013	Lens sp.	Lens	Fabaceae	Founder crop	NA	NA	NA	10550	EPPNB
ORIGINS	25022–25022	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VIII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VIII	10650	10450	LSLEG	48	0.019983347210657785	RiehlEtal2011	NA	NA	NA	NA	NA	NA	NA	10550	EPPNB
ORIGINS	113085–113085	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VIII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VIII	10650	10450	Malva	20	0.00832639467110741	RiehlEtal2013	Malva sp.	Malva	Malvaceae	Wild	NA	NA	NA	10550	EPPNB
ORIGINS	113082–113082	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VIII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VIII	10650	10450	Medicago	3	0.0012489592006661116	RiehlEtal2013	Medicago sp.	Medicago	Fabaceae	Wild	NA	Small-seeded	NA	10550	EPPNB
ORIGINS	113081–113081	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VIII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VIII	10650	10450	Medicago radiata	7	0.0029142381348875937	RiehlEtal2013	Medicago radiata	Medicago	Fabaceae	Wild	NA	Small-seeded	NA	10550	EPPNB
ORIGINS	113084–113084	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VIII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VIII	10650	10450	Muscari/Ornithogalum	3	0.0012489592006661116	RiehlEtal2013	NA	NA	Asparagaceae	Wild	NA	NA	NA	10550	EPPNB
ORIGINS	113099–113099	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VIII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VIII	10650	10450	Phalaris	11	0.004579517069109076	RiehlEtal2013	Phalaris sp.	Phalaris	Poaceae	Wild	Small-seeded	NA	NA	10550	EPPNB
ORIGINS	113100–113100	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VIII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VIII	10650	10450	Phleum	15	0.0062447960033305576	RiehlEtal2013	Phleum sp.	Phleum	Poaceae	Wild	Small-seeded	NA	NA	10550	EPPNB
ORIGINS	113064–113064	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VIII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VIII	10650	10450	Pistacia	38	0.01582014987510408	RiehlEtal2013	Pistacia sp.	Pistacia	Anacardiaceae	Wild	NA	NA	NA	10550	EPPNB
ORIGINS	113079–113079	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VIII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VIII	10650	10450	Pisum/Vicia/Lathyrus	16	0.006661115736885929	RiehlEtal2013	NA	NA	Fabaceae	Wild	NA	Large/medium-seeded	NA	10550	EPPNB
ORIGINS	113102–113102	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VIII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VIII	10650	10450	Poaceae	57	0.02373022481265612	RiehlEtal2013	NA	NA	Poaceae	NA	Indeterminate	NA	NA	10550	EPPNB
ORIGINS	25030–113101	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VIII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VIII	10650	10450	Poaceae (small-seeded)	184	0.07660283097418817	RiehlEtal2011;RiehlEtal2013	NA	NA	Poaceae	NA	Small-seeded	NA	NA	10550	EPPNB
ORIGINS	113074–113074	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VIII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VIII	10650	10450	Scirpus	8	0.0033305578684429643	RiehlEtal2013	Scirpus sp.	Scirpus	Cyperaceae	Wild	NA	NA	NA	10550	EPPNB
ORIGINS	113071–113071	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VIII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VIII	10650	10450	Silene	6	0.002497918401332223	RiehlEtal2013	Silene sp.	Silene	Caryophillaceae	Wild	NA	NA	NA	10550	EPPNB
ORIGINS	25021–25021	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VIII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VIII	10650	10450	SSLEG	288	0.11990008326394672	RiehlEtal2011	NA	NA	Fabaceae	Wild	NA	Small-seeded	NA	10550	EPPNB
ORIGINS	113104–113105	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VIII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VIII	10650	10450	Taeniatherum caput-medusae/crinitum	6	0.002497918401332223	RiehlEtal2013;RiehlEtal2013	Taeniatherum sp.	Taeniatherum	Poaceae	Wild	Large/medium-seeded	NA	NA	10550	EPPNB
ORIGINS	113083–113083	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VIII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VIII	10650	10450	Trigonella	59	0.024562864279766863	RiehlEtal2013	Trigonella sp.	Trigonella	Fabaceae	Wild	NA	Small-seeded	NA	10550	EPPNB
ORIGINS	25027–113108	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VIII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VIII	10650	10450	Triticum	23	0.009575353871773521	RiehlEtal2011;RiehlEtal2013	Triticum sp.	Triticum	Poaceae	NA	Large/medium-seeded	NA	NA	10550	EPPNB
ORIGINS	113106–113107	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VIII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VIII	10650	10450	Triticum boeoticum/dicoccoides	3	0.0012489592006661116	RiehlEtal2013;RiehlEtal2013	Triticum sp.	Triticum	Poaceae	Founder crop	NA	NA	NA	10550	EPPNB
ORIGINS	113089–113089	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VIII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VIII	10650	10450	Triticum/Aegilops	1	4.1631973355537054e-4	RiehlEtal2013	NA	NA	Poaceae	Wild	Large/medium-seeded	NA	NA	10550	EPPNB
ORIGINS	113112–113112	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon VIII	The EPPNB period - spread across 10656 +/- 53 cal BP (vi, vii, viii)	CHGO-VIII	10650	10450	NA	6	0.002497918401332223	RiehlEtal2013	NA	NA	NA	NA	NA	NA	NA	10550	EPPNB
ORIGINS	113168–113169	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon X	The PPNA/EPPNB period - spread across 11054 +/- 129 cal BP (XI, X, IX)	CHGO-X	11050	10850	Aegilops	150	0.2669039145907473	RiehlEtal2013;RiehlEtal2013	Aegilops sp.	Aegilops	Poaceae	Wild	Large/medium-seeded	NA	NA	10950	PPNA
ORIGINS	113157–113157	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon X	The PPNA/EPPNB period - spread across 11054 +/- 129 cal BP (XI, X, IX)	CHGO-X	11050	10850	Amaranthaceae	1	0.0017793594306049821	RiehlEtal2013	NA	NA	Amaranthaceae	Wild	NA	NA	NA	10950	PPNA
ORIGINS	113160–113160	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon X	The PPNA/EPPNB period - spread across 11054 +/- 129 cal BP (XI, X, IX)	CHGO-X	11050	10850	Astragalus	44	0.07829181494661921	RiehlEtal2013	Astragalus sp.	Astragalus	Fabaceae	Wild	NA	Small-seeded	NA	10950	PPNA
ORIGINS	113146–113146	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon X	The PPNA/EPPNB period - spread across 11054 +/- 129 cal BP (XI, X, IX)	CHGO-X	11050	10850	Atriplex prostrata	1	0.0017793594306049821	RiehlEtal2013	Atriplex prostrata	Atriplex	Chenopodiaceae	Wild	NA	NA	NA	10950	PPNA
ORIGINS	113152–113152	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon X	The PPNA/EPPNB period - spread across 11054 +/- 129 cal BP (XI, X, IX)	CHGO-X	11050	10850	Brassicaceae	8	0.014234875444839857	RiehlEtal2013	NA	NA	Brassicaceae	Wild	NA	NA	NA	10950	PPNA
ORIGINS	113171–113171	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon X	The PPNA/EPPNB period - spread across 11054 +/- 129 cal BP (XI, X, IX)	CHGO-X	11050	10850	Bromus	2	0.0035587188612099642	RiehlEtal2013	Bromus sp.	Bromus	Poaceae	Wild	NA	NA	NA	10950	PPNA
ORIGINS	113154–113154	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon X	The PPNA/EPPNB period - spread across 11054 +/- 129 cal BP (XI, X, IX)	CHGO-X	11050	10850	Caryophyllaceae	1	0.0017793594306049821	RiehlEtal2013	NA	NA	Caryophyllaceae	Wild	NA	NA	NA	10950	PPNA
ORIGINS	113150–113150	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon X	The PPNA/EPPNB period - spread across 11054 +/- 129 cal BP (XI, X, IX)	CHGO-X	11050	10850	Centaurea	4	0.0071174377224199285	RiehlEtal2013	Centaurea sp.	Centaurea	Asteraceae	Wild	NA	NA	NA	10950	PPNA
ORIGINS	113158–113158	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon X	The PPNA/EPPNB period - spread across 11054 +/- 129 cal BP (XI, X, IX)	CHGO-X	11050	10850	Chenopodium	2	0.0035587188612099642	RiehlEtal2013	Chenopodium sp.	Chenopodium	Chenopodiaceae	Wild	NA	NA	NA	10950	PPNA
ORIGINS	113161–113161	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon X	The PPNA/EPPNB period - spread across 11054 +/- 129 cal BP (XI, X, IX)	CHGO-X	11050	10850	Fabaceae	55	0.09786476868327403	RiehlEtal2013	NA	NA	Fabaceae	Wild	NA	Inteterminate	NA	10950	PPNA
ORIGINS	113155–113155	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon X	The PPNA/EPPNB period - spread across 11054 +/- 129 cal BP (XI, X, IX)	CHGO-X	11050	10850	Gypsophila	2	0.0035587188612099642	RiehlEtal2013	Gypsophila sp.	Gypsophila	Caryophillaceae	Wild	NA	NA	NA	10950	PPNA
ORIGINS	113151–113151	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon X	The PPNA/EPPNB period - spread across 11054 +/- 129 cal BP (XI, X, IX)	CHGO-X	11050	10850	Heliotropium	6	0.010676156583629894	RiehlEtal2013	Heliotropium sp.	Heliotropium	Boraginaceae	Wild	NA	NA	NA	10950	PPNA
ORIGINS	113173–113176	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon X	The PPNA/EPPNB period - spread across 11054 +/- 129 cal BP (XI, X, IX)	CHGO-X	11050	10850	Hordeum spontaneum	58	0.10320284697508897	RiehlEtal2013;RiehlEtal2013	Hordeum spontaneum	Hordeum	Poaceae	Founder crop	NA	NA	NA	10950	PPNA
ORIGINS	113172–113172	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon X	The PPNA/EPPNB period - spread across 11054 +/- 129 cal BP (XI, X, IX)	CHGO-X	11050	10850	Hordeum vulgare	1	0.0017793594306049821	RiehlEtal2013	Hordeum vulgare	Hordeum	Poaceae	Founder crop	NA	NA	NA	10950	PPNA
ORIGINS	113174–113175	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon X	The PPNA/EPPNB period - spread across 11054 +/- 129 cal BP (XI, X, IX)	CHGO-X	11050	10850	Hordeum vulgare/spontaneum	13	0.023131672597864767	RiehlEtal2013;RiehlEtal2013	Hordeum sp.	Hordeum	Poaceae	Founder crop	NA	NA	NA	10950	PPNA
ORIGINS	113170–113170	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon X	The PPNA/EPPNB period - spread across 11054 +/- 129 cal BP (XI, X, IX)	CHGO-X	11050	10850	Hordeum/Aegilops	1	0.0017793594306049821	RiehlEtal2013	NA	NA	Poaceae	Wild	Large/medium-seeded	NA	NA	10950	PPNA
ORIGINS	113163–113163	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon X	The PPNA/EPPNB period - spread across 11054 +/- 129 cal BP (XI, X, IX)	CHGO-X	11050	10850	Lens	5	0.008896797153024912	RiehlEtal2013	Lens sp.	Lens	Fabaceae	Founder crop	NA	NA	NA	10950	PPNA
ORIGINS	113153–113153	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon X	The PPNA/EPPNB period - spread across 11054 +/- 129 cal BP (XI, X, IX)	CHGO-X	11050	10850	Lepidium/Sisymbrium	1	0.0017793594306049821	RiehlEtal2013	NA	NA	Brassicaceae	Wild	NA	NA	NA	10950	PPNA
ORIGINS	113167–113167	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon X	The PPNA/EPPNB period - spread across 11054 +/- 129 cal BP (XI, X, IX)	CHGO-X	11050	10850	Malva	4	0.0071174377224199285	RiehlEtal2013	Malva sp.	Malva	Malvaceae	Wild	NA	NA	NA	10950	PPNA
ORIGINS	113164–113164	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon X	The PPNA/EPPNB period - spread across 11054 +/- 129 cal BP (XI, X, IX)	CHGO-X	11050	10850	Medicago radiata	1	0.0017793594306049821	RiehlEtal2013	Medicago radiata	Medicago	Fabaceae	Wild	NA	Small-seeded	NA	10950	PPNA
ORIGINS	113166–113166	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon X	The PPNA/EPPNB period - spread across 11054 +/- 129 cal BP (XI, X, IX)	CHGO-X	11050	10850	Muscari/Ornithogalum	2	0.0035587188612099642	RiehlEtal2013	NA	NA	Asparagaceae	Wild	NA	NA	NA	10950	PPNA
ORIGINS	113177–113177	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon X	The PPNA/EPPNB period - spread across 11054 +/- 129 cal BP (XI, X, IX)	CHGO-X	11050	10850	Phalaris	12	0.021352313167259787	RiehlEtal2013	Phalaris sp.	Phalaris	Poaceae	Wild	Small-seeded	NA	NA	10950	PPNA
ORIGINS	113149–113149	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon X	The PPNA/EPPNB period - spread across 11054 +/- 129 cal BP (XI, X, IX)	CHGO-X	11050	10850	Pistacia	8	0.014234875444839857	RiehlEtal2013	Pistacia sp.	Pistacia	Anacardiaceae	Wild	NA	NA	NA	10950	PPNA
ORIGINS	113162–113162	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon X	The PPNA/EPPNB period - spread across 11054 +/- 129 cal BP (XI, X, IX)	CHGO-X	11050	10850	Pisum/Vicia/Lathyrus	11	0.019572953736654804	RiehlEtal2013	NA	NA	Fabaceae	Wild	NA	Large/medium-seeded	NA	10950	PPNA
ORIGINS	113179–113180	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon X	The PPNA/EPPNB period - spread across 11054 +/- 129 cal BP (XI, X, IX)	CHGO-X	11050	10850	Poaceae	28	0.0498220640569395	RiehlEtal2013;RiehlEtal2013	NA	NA	Poaceae	NA	Indeterminate	NA	NA	10950	PPNA
ORIGINS	113178–113178	Chogha Golan	Chogha Golan	33.41	46.26	Archaeological horizon X	The PPNA/EPPNB period - spread across 11054 +/- 129 cal BP (XI, X, IX)	CHGO-X	11050	10850	Poaceae (small-seeded)	40	0.0711743772241993	RiehlEtal2013	NA	NA	Poaceae	NA	Small-seeded	NA	NA	10950	PPNA
