founder_crop,period,site_name,phase_code,plant_part,age,total_remains,references
wheat,EPPNB,Chogha Golan,CHGO-VII,undifferentiated,10450–10250 BP,18,RiehlEtal2013
wheat,EPPNB,Chogha Golan,CHGO-VIII,undifferentiated,10650–10450 BP,3,RiehlEtal2013
wheat,EPPNB,Dja'de,DJAD E-PPNB,undifferentiated,10690–10151 BP,16,Willcox96
wheat,EPPNB,Kastros,KAST CPPNB,undifferentiated,10850–9950 BP,44,VanZeist1981
wheat,EPPNB,Kissonerga Mosphilia,KMIA,grain,10750–10350 BP,4,NA; NA
wheat,EPPNB,Kissonerga Mosphilia,KMIA,undifferentiated,10750–10350 BP,46,NA; NA
wheat,EPPNB,Mylouthkia,MYLO-1A,undifferentiated,10550–10150 BP,110,Murray03
wheat,EPPNB,Nevalı Çori,NECO PPNB,undifferentiated,10450–10250 BP,26002,Pasternak98
wheat,EPPNB,Tell Ain el-Kerkh,TAEK PPNB,undifferentiated,10510–10240 BP,50,TannoWillxox06
wheat,EPPNB,Tell Aswad,TASW (PPNA)/E-PPNB,undifferentiated,10821–10242 BP,382,VanZeistBakkerHeeres82
wheat,MPPNB,Aşıklı Höyük,ASHO M-PPNB,undifferentiated,9950–9450 BP,1327,"c(""ZeistRoller03Asikli"", ""VanZeistDeRoller95"")"
wheat,MPPNB,Cafer Höyük,CAFH E-PPNB,undifferentiated,10550–9650 BP,70,DeMoulins97
wheat,MPPNB,Cafer Höyük,CAFH M-PPNB,undifferentiated,10050–9300 BP,69,DeMoulins97
wheat,MPPNB,Çayönü,CAYO grill plan,undifferentiated,9950–9400 BP,546,ZeistRoller03Cayonu
wheat,MPPNB,Çayönü,CAYO round house,undifferentiated,10250–9950 BP,19,ZeistRoller03Cayonu
wheat,MPPNB,Chogha Golan,CHGO-I,undifferentiated,9650–9550 BP,78,RiehlEtal2013
wheat,MPPNB,Chogha Golan,CHGO-II,undifferentiated,9750–9650 BP,5,RiehlEtal2013
wheat,MPPNB,Chogha Golan,CHGO-III,undifferentiated,9850–9750 BP,22,RiehlEtal2013
wheat,MPPNB,Chogha Golan,CHGO-IV,undifferentiated,9950–9850 BP,18,RiehlEtal2013
wheat,MPPNB,Chogha Golan,CHGO-V,undifferentiated,10050–9950 BP,11,RiehlEtal2013
wheat,MPPNB,East Chia Sabz,CHSA-PPNB,undifferentiated,10450–9550 BP,30,RiehlEtal2011
wheat,MPPNB,Halula,HALU M-PPNB,undifferentiated,9921–9532 BP,11,Willcox96
wheat,MPPNB,Tell Aswad,TASW M-PPNB,undifferentiated,10150–9350 BP,20913,VanZeistBakkerHeeres82
wheat,MPPNB,Tell Ghoraifé,TGHO M/L-PPNB,undifferentiated,10132–9012 BP,66,VanZeistBakkerHeeres82
wheat,MPPNB,Wadi Jilat 7,WJ07 E-PPNB,undifferentiated,10237–9681 BP,1,Colledge2001
wheat,MPPNB,Wadi Jilat 7,WJ07 E/M-PPNB,undifferentiated,10237–9260 BP,33,Colledge2001
wheat,LPPNB/C,Abu Hureyra,ABHU-EPPNB,undifferentiated,9350–8250 BP,1,DeMoulins97
wheat,LPPNB/C,Ali Kosh,TAKO M-PPNB/L-PPNB,undifferentiated,9450–8700 BP,2812,Helbaek69
wheat,LPPNB/C,Ali Kosh,TAKO PN,undifferentiated,9241–8213 BP,957,Helbaek69
wheat,LPPNB/C,Ali Kosh,TAKO PPNC/PN,undifferentiated,10100–7950 BP,905,Helbaek69
wheat,LPPNB/C,Basta,BAS1 L-PPNB,undifferentiated,9450–9210 BP,9,Neef04
wheat,LPPNB/C,Basta,BAS1 L-PPNB-sub,undifferentiated,9450–9210 BP,18,Neef04
wheat,LPPNB/C,Bouqras,TBOU L-PPNB/PN,undifferentiated,9200–8600 BP,15,VZeistWVRooijen85
wheat,LPPNB/C,Cafer Höyük,CAFH L-PPNB,undifferentiated,9450–9050 BP,32,DeMoulins97
wheat,LPPNB/C,Çatalhöyük,CATE Later,undifferentiated,9250–8350 BP,196,FMBH07
wheat,LPPNB/C,Çayönü,CAYO basal pits,undifferentiated,9400–9250 BP,194,ZeistRoller03Cayonu
wheat,LPPNB/C,Çayönü,CAYO channelled houses,undifferentiated,9250–8950 BP,1624,ZeistRoller03Cayonu
wheat,LPPNB/C,Çayönü,CAYO cobble-paved,undifferentiated,8950–8750 BP,579,ZeistRoller03Cayonu
wheat,LPPNB/C,Kissonerga Mosphilia,KMIB,grain,9450–8950 BP,13,NA; NA
wheat,LPPNB/C,Kissonerga Mosphilia,KMIB,undifferentiated,9450–8950 BP,537,NA; NA
wheat,LPPNB/C,Mylouthkia,MYLO-1B,undifferentiated,9150–8750 BP,625,Murray03
wheat,LPPNB/C,Ras Shamra,TRAS Vb,undifferentiated,8776–8289 BP,1428,VZBH84
wheat,LPPNB/C,Ras Shamra,TRAS Vc,undifferentiated,9450–9080 BP,24,VZBH84
wheat,LPPNB/C,Sabi Abyad II,TSA2 PPNB,undifferentiated,9500–8800 BP,33,VanZeistRoller00
wheat,LPPNB/C,Tell es-Sultan,JERI M-PPNB,undifferentiated,8950–8150 BP,5002,Hopf83
wheat,LPPNB/C,Tell Ghoraifé,TGHO L-PPNB,undifferentiated,9496–8598 BP,1149,VanZeistBakkerHeeres82
wheat,LPPNB/C,Tell Maghzaliyeh,TMAG-aceramic,undifferentiated,9000–8200 BP,8,Willcox2006
wheat,LPPNB/C,Tell Ramad,TRAM F-PPNB,undifferentiated,8871–8597 BP,44996,VanZeistBakkerHeeres82
wheat,LPPNB/C,Tell Ramad,TRAM L-PPNB,undifferentiated,9285–8871 BP,2640,VanZeistBakkerHeeres82
wheat,LPPNB/C,Wadi Fidan,WFA,undifferentiated,9450–8950 BP,237,NA
wheat,LPPNB/C,Wadi Fidan,WFC,undifferentiated,8950–8450 BP,513.761,NA
wheat,LPPNB/C,Wadi Fidan A,WFIA L-PPNB,undifferentiated,9537–8609 BP,237,Colledge2001
wheat,LPPNB/C,Wadi Fidan C,WFIC PPNC/F-PPNB,undifferentiated,9234–8195 BP,2275,Colledge2001
wheat,LPPNB/C,Wadi Jilat 13,WJ13 E-L-PPNB/PPNC,undifferentiated,9050–8481 BP,1,Colledge2001
wheat,LPPNB/C,Wadi Jilat 13,WJ13 L-L-PPNB/PPNC,undifferentiated,9012–8450 BP,5,Colledge2001
wheat,LPPNB/C,Wadi Jilat 7,WJ07 M-PPNB,undifferentiated,9734–9260 BP,3,Colledge2001
wheat,Pottery Neolithic,Abu Hureyra,ABHU PN,undifferentiated,7550–7450 BP,2,DeMoulins97
wheat,Pottery Neolithic,Abu Hureyra,ABHU-LPPNB,undifferentiated,7250–6950 BP,31,DeMoulins97
wheat,Pottery Neolithic,Abu Hureyra,ABHU-MPPNB,undifferentiated,8250–7250 BP,9,DeMoulins97
wheat,Pottery Neolithic,Çatalhöyük,CATE M-L,undifferentiated,8850–7650 BP,6572.96,BogaardEtAl2015
wheat,Pottery Neolithic,Çayönü,CAYO cell houses,undifferentiated,8750–8200 BP,266,ZeistRoller03Cayonu
wheat,Pottery Neolithic,Çayönü,CAYO cell/large room,undifferentiated,8200–8050 BP,15,ZeistRoller03Cayonu
wheat,Pottery Neolithic,Çayönü,CAYO PN,undifferentiated,7650–7650 BP,3157,ZeistRoller03Cayonu
wheat,Pottery Neolithic,El Kowm II,ELK2 F-PPNB,undifferentiated,8533–8418 BP,638,DeMoulins97
wheat,Pottery Neolithic,Ras Shamra,TRAS Va,undifferentiated,8434–8154 BP,8323,VZBH84
wheat,Pottery Neolithic,Tell el-'Oueili,TO-0,undifferentiated,8350–6150 BP,77,NA
wheat,Pottery Neolithic,Tell el-'Oueili,TO-1,undifferentiated,8350–6150 BP,108,NA
wheat,Pottery Neolithic,Tell es-Sultan,JERI PN,undifferentiated,8170–8042 BP,3,Hopf83
wheat,Pottery Neolithic,Tell Ramad,TRAM PN,undifferentiated,7750–7350 BP,7061,VanZeistBakkerHeeres82
wheat,Chalcolithic,Çayboyu,CB_LC,grain,6750–5750 BP,109.619,NA
wheat,Chalcolithic,Demircihöyük,DH,grain,5150–3950 BP,42,NA
wheat,Chalcolithic,Emar,EM_EBA,undifferentiated,5150–3950 BP,5,NA
wheat,Chalcolithic,Hacinebi Tepe,HAT-C,undifferentiated,6750–5750 BP,508,NA
wheat,Chalcolithic,Hacinebi Tepe,HAT-U,undifferentiated,5950–1950 BP,5,NA
wheat,Chalcolithic,Höyücek,HOY_PN,undifferentiated,8350–1950 BP,4548,NA
wheat,Chalcolithic,Kuruçay Höyük,KUR_LC,grain,6750–5750 BP,2.477,NA
wheat,Chalcolithic,Tell Abu al-Kharaz,TAK_EB1B,grain,5150–4950 BP,228,NA; NA
wheat,Chalcolithic,Tell Abu al-Kharaz,TAK_EB1B,undifferentiated,5150–4950 BP,166,NA; NA
wheat,Chalcolithic,Tell Bderi,TB-EDIIIJ,undifferentiated,5050–4650 BP,4,NA
wheat,Chalcolithic,Tell el-'Oueili,TO-2,undifferentiated,7050–1950 BP,2,NA
wheat,Chalcolithic,Tell el-'Oueili,TO-3,undifferentiated,6450–5750 BP,31,NA
wheat,Chalcolithic,Tell el-'Oueili,TO-4,undifferentiated,6450–5750 BP,26,NA
wheat,Chalcolithic,Tell Esh-Shuna,TES_C,grain,7050–1950 BP,52,NA
wheat,Chalcolithic,Tell Esh-Shuna,TES_EB1E,undifferentiated,5050–1950 BP,56,NA
wheat,Chalcolithic,Tell Fadous-Kfarabida,TFA_C_EBA_I,undifferentiated,7150–3950 BP,4,NA
wheat,Chalcolithic,Tell Hammam et-Turkman,HET_C,undifferentiated,6750–5750 BP,200,NA
wheat,Chalcolithic,Tell Hammam et-Turkman,HET_EBA,undifferentiated,5150–3950 BP,10,NA
wheat,Chalcolithic,Tell Mishrifeh,TEMI_11,undifferentiated,5150–3950 BP,1,NA
wheat,Chalcolithic,Tell Mishrifeh,TEMI_9,undifferentiated,5150–3550 BP,1,NA
wheat,Chalcolithic,Tepe Farukhabad,TF-EJN,grain,5050–1950 BP,1,NA
wheat,Chalcolithic,Tilbeshar,TB_C,grain,7150–4950 BP,15,NA
wheat,Chalcolithic,Wadi Fidan,WF-E,grain,7150–3950 BP,232,NA
